"applicant_id","score","enrolled","wage_index","exit_score","prior_score"
"S0082",73.868596367538,0,89.2567747417931,53.8844853973872,54.1053763853714
"S0083",60.0944648031145,0,99.8521707781912,60.4629790155572,46.2779836904023
"S0084",87.1407639421523,1,109.57944586301,74.6053421661836,62.3624202920927
"S0085",73.173753246665,0,115.269677478463,68.767337668278,57.8981693793235
"S0086",86.6186950262636,1,127.094213543989,70.2703966661583,64.1227742237098
"S0087",87.4611614644527,1,121.016194891068,68.598806211771,61.8802583537234
"S0088",98.6132353078574,1,144.909954612334,80.0965861384508,64.8604123083934
"S0089",76.5024065598845,1,100.997066991103,58.5938716058196,53.4722315381466
"S0090",76.9236561935395,1,110.413991459511,68.0543152933707,62.4892725122056
"S0091",79.6075031999499,0,99.7493488491605,58.6344678337902,65.9853957222738
"S0092",65.7932672277093,0,84.9421776580263,70.8648317339161,57.7189808480791
"S0093",82.3663559276611,1,110.229673102891,70.9740089057392,53.8883212178366
"S0094",60.6604485865682,0,81.6883091781691,64.4660046998117,47.305945819998
"S0095",76.1567959468812,1,102.949671985205,60.9854820371704,56.4045514817272
"S0096",80.5354222841561,1,100.044159278686,69.4417652455784,58.4684276174647
"S0097",90.2661463618279,0,118.535194362619,73.8518197337998,63.9532054427222
"S0098",87.6359140314162,1,128.721617036455,60.1727931828397,60.4932262895045
"S0099",90.504654776305,1,115.795831888435,70.8358785677388,64.8268959809002
"S0100",84.5766424480826,0,103.607590078036,67.5819134610861,50.7227444213456
"S0101",63.9433832187206,1,102.008201553952,54.4126784195796,47.2934076800592
"S0102",64.2456165421754,0,102.624799817373,52.2062332827068,52.6235986405844
"S0103",66.1627958435565,0,83.2674688944048,69.5736535800916,57.3383379563914
"S0104",97.8697098046541,1,145.749851485562,79.3832628859528,65.1918507652017
"S0105",72.84398695454,0,87.1636174786569,57.2204978927225,61.5481405850112
"S0106",87.80541931279,1,115.950830941081,68.9724566507257,68.8433823207726
"S0107",75.9262700658292,0,88.5582952073943,59.4463580815457,67.3809926405449
"S0108",61.7272065300494,0,85.7282533458179,57.9840663388098,58.5751792320252
"S0109",65.1125371921808,0,96.0233855775766,58.7979352344323,55.0757876999385
"S0110",79.0423168987036,1,118.831936559411,58.7673375437665,66.7542705204909
"S0111",70.8075737487525,0,92.8938337306214,61.7212457944257,49.8320794606284
"S0112",63.692832980305,0,91.0771060748847,57.164393530632,47.2936975606568
"S0113",65.7557373214513,0,89.4502403004997,65.9764274483336,57.1557084685678
"S0114",96.8066425342113,1,144.008038777525,68.4293988926168,60.3013565524791
"S0115",86.9320003781468,1,122.592057551934,75.3458341538978,74.792337131982
"S0116",75.1847708784044,0,98.8354666741851,62.9986513751085,54.9016983151714
"S0117",67.3515914566815,0,97.4287941982347,66.7296947691699,57.3797859465232
"S0118",89.798499327153,1,133.417515714846,77.7605614616346,66.8053693512374
"S0119",98.229191461578,1,146.352144863953,79.393268992983,68.622460014643
"S0120",95.8789334632456,1,139.009606607796,81.0943956695491,65.124813720799
"S0121",72.4378955923021,0,102.373627364739,62.7513551151052,60.6303693497147
"S0122",89.409043379128,0,113.869321133311,65.2153832144659,67.4978042051021
"S0123",70.1661416143179,0,92.0249695146717,63.0567361686631,57.5905491440856
"S0124",97.8815983887762,1,151.48137225732,70.0232073809141,73.9828966124172
"S0125",87.6264928281307,1,122.385469629905,68.5940303095235,70.4656830784631
"S0126",74.2504662554711,0,96.2974511498845,56.9874983959156,58.283586343293
"S0127",85.6238299049437,1,116.845237200422,64.8875441362879,66.9015881140242
"S0128",97.9236297495663,1,141.454288854977,77.8068121523349,72.4739585198866
"S0129",64.5083473809063,0,86.7276146672362,58.4341799837533,56.8413395577485
"S0130",74.1167719010264,0,92.9047304200976,62.3393856195833,56.9909572112921
"S0131",88.459932859987,0,117.73112966474,66.282546972643,61.8527991357701
"S0132",86.7497952934355,1,118.141898857701,64.5019878636215,59.8397927838949
"S0133",92.9753720387816,1,138.731533304913,73.251427502708,71.3965297398483
"S0134",93.1532617099583,1,130.921950318626,75.9241039880713,72.3604235551827
"S0135",95.3118212148547,1,138.255082209435,75.7917871124947,57.4024159198468
"S0136",79.6090587973595,0,96.7221944486932,66.2913395127341,48.3868251539836
"S0137",90.8267307188362,1,131.518696952655,64.5655885963923,65.4777429210346
"S0138",79.951503155753,0,94.2750903363692,59.7469285275767,53.901430503854
"S0139",77.645816532895,0,100.483473316879,69.7366147449981,54.9829512140459
"S0140",76.406727572903,1,118.654653699225,67.8689146686507,56.7069662594078
"S0141",61.8190828245133,0,98.0498201518298,64.9263313076908,48.5122554229999
"S0142",84.1437801159918,1,105.637411196954,67.8181235620783,62.6915771863891
"S0143",91.6046891640872,1,118.595779091409,67.9965525007602,58.7138714409002
"S0144",63.8993800058961,0,97.4881183322197,65.6718712147169,59.0868097839771
"S0145",77.7247966546565,0,97.482597317505,67.0326903350561,71.5999503374432
"S0146",83.2610751874745,1,107.075816367275,58.2742407023534,66.6288969846501
"S0147",63.4089078754187,0,77.8014509294067,51.8803333605306,43.5180606056352
"S0148",95.1668571215123,1,154.514159658616,65.0758155270105,63.7959378328539
"S0149",62.0522352308035,0,90.2569718622415,48.8362435738272,46.6647606113122
"S0150",82.0701092202216,1,98.5988373252059,66.4244552618307,62.3254177265951
"S0151",85.5386574100703,0,109.621477473844,72.000213072655,66.5979595045374
"S0152",76.9487812556326,1,107.80929964347,51.7589449332904,51.5313945447434
"S0153",94.162201359868,1,133.456833148746,72.3655053508737,66.1884682916829
"S0154",79.5200589019805,0,114.513270370821,66.5011896806407,61.7981018810124
"S0155",63.1223894655704,0,100.121730495668,65.3078830005529,45.7022341241941
"S0156",82.3494895547628,1,109.020915439588,64.7491721465872,66.6679299230861
"S0157",63.782960800454,0,86.5174642301676,52.6117477213205,62.1332302203456
"S0158",74.9514900334179,0,100.096655590684,73.4034457047568,47.4597550933767
"S0159",82.1492196619511,1,103.501958222804,58.2315367670416,61.3138447795858
"S0160",78.0716778337955,0,95.2128157030895,56.3756374483859,70.3247461640548
"S0161",63.9523287769407,0,82.7926912522471,58.7546975239238,58.9830306083958
"S0162",63.8619860541075,0,98.4321709742331,59.0383789668151,52.6283251180933
"S0163",91.6541960090399,1,128.300677390173,70.4273305301058,69.3984074062857
"S0164",67.1077214274555,0,90.1705950590684,65.860367266802,50.8715829159469
"S0165",80.5860663112253,1,117.500746537192,67.6447793056982,53.3951760712143
"S0166",82.2963589709252,1,104.410494660027,64.3153025898054,65.601746244972
"S0167",63.158126110211,0,96.7338961209598,56.1998085096103,51.9513494321676
"S0168",67.5622107740492,0,94.7348934404039,60.7762676588843,55.2450104088135
"S0169",80.9687976446003,0,113.074774865938,63.3328270276155,60.593579120928
"S0170",82.4313132837415,1,93.4827897531245,67.586439282249,62.5610521322929
"S0171",75.3836828377098,0,88.1410862625559,56.9629479506057,49.3368870275105
"S0172",69.3351358827204,0,94.9968574126847,61.4721072225947,59.9632549201603
"S0173",89.0423277858645,1,119.945388171965,66.5303282117911,62.9994414987275
"S0174",78.7359654624015,0,99.6519560700698,61.4342453764778,56.4947853841501
"S0175",81.4584048651159,1,92.0026699537502,62.8903125148296,60.2375922833838
"S0176",95.7627091929317,1,126.803963110227,63.125368902678,71.1088129645172
"S0177",70.9000807534903,0,100.721667400635,66.9549374269093,57.0627635348092
"S0178",69.619872905314,0,105.242070287056,52.9598078690256,57.0549612046064
"S0179",75.5126873683184,0,94.1600328291768,67.7339103502399,56.947514044564
"S0180",76.4843846205622,1,108.971156971696,60.866982827572,55.4844253564039
"S0181",61.355218263343,0,85.3147626301468,63.6773372194254,52.9116054194154
"S0182",88.8167988229543,1,123.286578180689,74.0538519714249,67.5655082040748
"S0183",72.6248839404434,0,96.91919362791,55.8793543067266,58.6645852119719
"S0184",83.9068374410272,1,99.2028537810215,73.7871925074967,61.8623624857227
"S0185",95.0784633681178,1,131.493572262209,84.1872449303351,66.3192125937634
"S0186",99.4074711482972,1,143.39456817886,71.1682110753596,65.2120138742304
"S0187",82.812715228647,0,122.73706498034,60.1730925580108,69.8927018203379
"S0188",74.4706624280661,0,99.1461587165935,59.4571534594786,63.7750001125361
"S0189",62.8796670492738,0,78.7169262789933,51.9212830476025,49.0720400797506
"S0190",68.756542596966,0,100.499222764252,57.03988551058,49.1748651906061
"S0191",93.2557377498597,1,133.444487671659,65.2259342974565,63.8362905288254
"S0192",91.5951572731137,1,131.409680197696,71.5328233333705,63.568793155555
"S0193",98.3150397334248,1,140.525271324083,71.4126033596078,73.1467930032121
"S0194",63.4961549099535,0,91.2336867277536,63.0327616941387,57.3825764579751
"S0195",81.6742248181254,0,92.8530578627303,69.2618976487097,63.8342244510156
"S0196",77.7340454980731,0,104.52957594844,56.8974859273605,57.0166486870281
"S0197",69.1758396849036,0,107.37035948781,58.3201911618642,49.8860376586899
"S0198",66.538499314338,0,82.7715487566642,59.9669462368668,56.0336362914775
"S0199",65.9958637971431,0,89.9893385431653,53.0093332466459,45.0819978643327
"S0200",95.6234682071954,1,133.77317860099,73.3023819940443,68.2746339186974
"S0201",72.8776815906167,0,93.4797679451813,61.3456621538511,47.7564088782294
"S0202",81.2065294384956,1,112.240894912837,73.2096970902271,51.2512776447915
"S0203",60.263448599726,0,96.8248388141904,61.9236173838975,46.2160955153137
"S0204",72.0491293072701,1,103.476500590769,59.1880693753387,52.347991171428
"S0205",88.1350777111948,1,119.240773576482,77.1656524277829,70.4416004368823
"S0206",74.5114614255726,0,109.638413026048,64.1296492948286,49.1026391665626
"S0207",94.5146739110351,1,146.30508807003,73.3487019798502,64.944184556728
"S0208",92.525527710095,1,123.448475210151,78.2410238949032,65.1222341681237
"S0209",82.9946431517601,1,103.506621370434,73.299653793639,65.1760366031945
"S0210",67.4544547684491,0,93.5264434433596,55.7653683050034,51.8032050679068
"S0211",77.292166473344,0,105.780150237883,66.5015146947524,59.9112198924268
"S0212",98.2179867662489,0,125.529382460655,69.8918823411289,65.9394147314086
"S0213",74.7691678535193,1,102.807833984889,61.7698285249377,67.3021838969349
"S0214",84.5131556224078,1,113.197179728398,71.8786061652478,55.4903720706906
"S0215",68.3020475227386,0,91.5230402167525,63.1992054681962,54.7177250204691
"S0216",62.1142061799765,0,85.1907887010768,56.5547242426287,43.2498479886503
"S0217",74.3099714163691,0,112.653407595248,69.1436680633834,54.1140595274797
"S0218",64.7717942204326,0,89.5138477107775,69.5473919771652,57.9025100426349
"S0219",66.6983449272811,0,95.0651158653675,57.8818854283085,55.4856334603225
"S0220",76.7591361235827,1,94.8414197114548,56.7844628207608,56.1788534019241
"S0221",89.6855425275862,1,109.087483752024,71.7376091744857,63.0936436099942
"S0222",76.8364146258682,0,108.013215809536,61.1192579357085,59.6030001580877
"S0223",96.9909579772502,1,140.444884887263,65.6427016727873,62.5622087510196
"S0224",97.397427521646,1,149.643126772241,75.1167293942315,66.4261960182824
"S0225",74.907235596329,0,90.5311850471696,62.6774414212544,56.5437706152082
"S0226",75.7180948369205,0,98.9385498240764,73.6896636795116,66.9569631973852
"S0227",60.8320598490536,0,77.6420220470696,56.1683284068551,51.6634584044929
"S0228",92.1151676960289,1,120.154753436242,65.9012044653572,68.6680429122739
"S0229",72.2756532765925,0,89.1861680522285,57.4346416432323,56.9770680911798
"S0230",88.3438178244978,1,122.601387525574,66.3981060742282,69.6586045409737
"S0231",82.2965177148581,1,121.36286975225,70.1937557742717,63.4184656620688
"S0232",72.3453155532479,1,101.292193191673,55.5120819394931,61.4142302782965
"S0233",78.9821650646627,0,95.5034717806464,61.3779050945697,61.4782268449429
"S0234",65.4292992595583,0,87.5173184126132,64.6689433063115,51.9934221868089
"S0235",93.7415455561131,1,153.339844389051,75.9507611738886,65.0197589793219
"S0236",90.1297023333609,1,121.921380358695,65.1715966921155,60.0810211479286
"S0237",82.2515731770545,1,108.939769679785,62.7666792055056,69.1782053932319
"S0238",79.4647765066475,1,106.700389065781,75.5276170390434,60.2439873057196
"S0239",65.2678031753749,0,90.0791387220717,56.5921790581762,45.309285459338
"S0240",71.1936907749623,0,84.5007492404488,62.1114433901594,60.6298289775165
"S0241",89.4711927231401,1,112.645543057836,70.083177437027,61.8734461354
"S0242",68.5484390333295,0,79.6183922628432,63.1930466084042,55.8754175632812
"S0243",89.8374829441309,1,125.602665863856,70.0199616958241,57.7189238909586
"S0244",72.1085130330175,0,93.204690421826,52.3785790983655,52.3859800917013
"S0245",99.6828135661781,1,154.35085608491,77.440487477703,72.7673156747402
"S0246",88.960769129917,1,127.789585421679,78.69666123552,77.0000616836825
"S0247",68.9747857116163,0,89.5746381576606,65.6980177872547,58.5936778032995
"S0248",94.6918254625052,1,127.501297176346,73.1124298214014,64.3684111963493
"S0249",79.1505565680563,0,96.607972381193,68.8253429721367,64.0280354198529
"S0250",92.3114897124469,1,125.764236623131,67.1163639615633,62.8023236294862
"S0251",97.9424377717078,1,144.383660338139,76.0236154146333,73.3391765412478
"S0252",91.4129970874637,1,125.207951831272,72.3052057713683,63.8134254991313
"S0253",69.9094876460731,0,104.060551725032,65.0741748443533,55.4177727369349
"S0254",79.266028823331,0,95.3154522934661,63.8676026708474,49.397793160835
"S0255",85.8218617085367,0,110.049543747174,68.4335383884522,70.8224730140841
"S0256",99.100496051833,1,158.868959839567,79.2743604540486,64.3218201214955
"S0257",88.8268104381859,1,120.593610461277,70.4477101375583,69.5597981819305
"S0258",73.0764484219253,0,117.266952980536,62.1522207941834,52.9594080639587
"S0259",72.341993926093,0,96.0379794632314,56.880856986345,60.5385701941944
"S0260",61.0894678905606,0,85.076337301298,63.265996675864,46.6299128526382
"S0261",87.3334752395749,0,118.174621818293,70.1758959615723,70.5713084708495
"S0262",96.8036519456655,0,134.488225440272,69.5284648166436,71.1982234642035
"S0263",90.0655433163047,1,118.365242914523,62.115097410719,61.016609617307
"S0264",75.5350256897509,0,95.287495028526,64.5724228985994,53.2828270577353
"S0265",75.5456902831793,0,105.082009530292,57.0429168069466,54.1528639913193
"S0266",93.5103273391724,1,140.182693677231,74.8860147717069,69.3529249979529
"S0267",70.1031409855932,0,83.5921734724354,59.9097071154869,52.1070313875612
"S0268",63.8062231522053,0,80.5441059648742,53.3899514099946,50.1346764295306
"S0269",81.1708091013134,1,112.940531329845,69.693113445865,62.0777587779682
"S0270",62.8273158054799,0,102.993964311293,47.1384283673201,48.9104897092221
"S0271",93.8335227966309,1,134.85107804209,76.9096442499408,59.8842404751659
"S0272",81.5607458911836,0,123.429007698302,69.1496307883925,57.8446493417623
"S0273",64.4675041548908,0,104.2521023318,52.3180081416462,51.136889676809
"S0274",61.6103345900774,0,83.476293175678,58.482638811432,53.7389782216966
"S0275",77.4623937997967,0,103.031381287517,64.4218404892188,54.9114828354355
"S0276",75.9703828021884,0,89.6938825437696,58.1760900224062,59.7856872355059
"S0277",60.3825914300978,0,78.0578018951637,61.604703201611,53.2782397773932
"S0278",81.7308219149709,1,116.710285512718,65.0452890514096,55.859147726693
"S0279",76.4568952471018,0,95.5119746759942,62.1714884818407,54.298520088123
"S0280",64.0667496714741,0,90.6010000454106,52.1951349397572,44.7682785539277
"S0281",69.995576357469,0,85.5197489266952,65.569633055093,48.1588905904067
"S0282",93.4528488200158,1,142.638200229013,73.1861455371023,68.9666865126288
"S0283",81.0773263406008,1,112.852713873852,64.61432210368,70.3281433826915
"S0284",68.2918856106699,0,97.0893937734225,60.1072572868266,61.3823402546777
"S0285",78.2238604780287,0,96.8434977456291,71.3749499945536,56.9662046385015
"S0286",93.9761037472636,1,137.672986404166,77.3183880588272,64.2089948212109
"S0287",60.9701710101217,0,92.1867911098388,55.5657637078869,50.7026129415457
"S0288",68.3004017453641,0,93.2688334915405,61.2698440853166,50.1410326010857
"S0289",68.7366673909128,1,115.325397815379,66.1603105295668,46.693212262836
"S0290",69.0384494699538,1,100.145458335421,53.3528285305579,61.0411697738315
"S0291",79.0254324208945,0,105.876923364463,63.8076568682884,65.6408392140095
"S0292",76.8027308024466,0,94.7699544365912,69.1446575643337,49.0238914572727
"S0293",96.7257488332689,1,138.111704587582,77.5435714159396,69.6727525803336
"S0294",85.9787626843899,1,119.281529589694,71.6811343446348,71.3958333377481
"S0295",87.4279621429741,0,123.121875568513,62.9006368349774,60.5729864085838
"S0296",84.3095503840595,0,107.237652165137,60.7431603011302,67.431077199713
"S0297",62.6143219321966,0,113.56702701024,61.2031578068058,49.4286125307645
"S0298",74.3477361649275,1,108.196586759226,62.7649974344412,47.2291838105059
"S0299",75.0906034186482,0,102.002800720055,62.7221091316744,67.1323463149799
"S0300",80.5698619782925,0,100.270473369718,68.7512327014047,62.758628720097
"S0301",74.2183418385684,1,93.9979709709954,61.7084696538853,61.2614753894104
"S0302",75.2236305642873,0,96.696287580062,61.5585340057871,61.3979915159385
"S0303",83.8389887474477,1,118.435307207024,68.125208483806,67.6412060117462
"S0304",68.0917679984123,0,87.3114137732561,60.5752331515608,55.0811996849114
"S0305",86.5095126256347,1,123.628409607013,69.6540093600259,64.0033938218002
"S0306",87.0668793376535,1,115.081722768969,72.0740057718311,62.6541682662412
"S0307",69.7028577886522,0,84.7211307200203,58.8364425912523,51.6197320601914
"S0308",94.7166013065726,1,138.790263722685,75.0011320601529,74.4042451467888
"S0309",60.5620236694813,0,106.185556959977,57.7335661154796,38.3051906935944
"S0310",74.6068339329213,0,91.7061950966822,54.6456720116868,52.2727937466902
"S0311",63.4431651234627,0,88.7973633170377,57.3852718607815,47.1430147014183
"S0312",63.7596078589559,0,76.0981176229263,49.0837502761127,57.2003230681344
"S0313",79.6605806238949,0,95.260284625267,64.8139113837915,57.0481112203524
"S0314",81.0691514331847,1,115.893850072089,63.4674522880495,59.9495330396519
"S0315",96.6119659133255,1,154.527760597996,67.2618509904467,66.4737923791542
"S0316",66.245613405481,0,100.857837414301,50.9173298207897,61.2604717829112
"S0317",69.1654173098505,0,97.2197130222463,63.3997629659709,69.6694727059565
"S0318",77.9867668356746,1,88.5094630782861,63.0841625477763,67.1347885785177
"S0319",73.9516390301287,0,96.7451059546049,65.1489800350612,60.0702848129167
"S0320",91.0314438864589,1,137.30127555811,72.3801779167627,68.388459185493
"S0321",90.6293623242527,1,105.582803263581,71.0278570934653,68.4949653818589
"S0322",86.8011748511344,1,109.535383854772,70.7409357888548,57.0147620536866
"S0323",80.6275116838515,1,105.490868549199,67.6284617352421,60.2530433127213
"S0324",94.9694042559713,1,137.518363383052,69.3937782844408,67.2697859013118
"S0325",88.1339595653117,1,124.087081644189,76.5944620212779,62.7218293476128
"S0326",92.5275166984648,1,133.55125851287,69.231678653248,74.9626589827907
"S0327",61.1342347692698,0,81.3282174505837,62.749144868976,52.0953859006638
"S0328",77.8945431113243,0,105.303314967051,59.3123818356666,57.7663905962336
"S0329",94.9926458392292,1,138.384761537491,80.2792974125352,64.3793412056556
"S0330",92.0694373827428,1,119.729469349413,67.9478026592526,66.906701501181
"S0331",82.7510569058359,0,109.417151505683,60.2578287449819,60.6974968004932
"S0332",96.1700110416859,1,143.264645403348,72.6399918692841,68.5068321240881
"S0333",90.5238864850253,1,119.068103399313,67.9671073690158,62.3244522453636
"S0334",90.3442177642137,1,116.359504367899,74.9483700997064,69.7098106357408
"S0335",84.7073008865118,1,116.655672864084,69.5595250687047,63.0620178398121
"S0336",71.060605943203,0,91.388351059213,62.1334770825951,52.9389277645554
"S0337",94.6124701201916,1,130.540767723743,73.4923508579423,63.4159954279801
"S0338",97.5161108374596,1,160.532629895589,82.7583551261538,62.1564817673282
"S0339",71.5228093136102,0,98.2114298801426,71.5609750263222,58.6543758683169
"S0340",73.6164401564747,0,102.653422178718,64.1415632697217,59.0573689448551
"S0341",83.9029740449041,0,111.808294889229,70.8111334456884,57.8814283428833
"S0342",93.3251797035336,1,113.736815379503,72.9959868968493,73.3101822514542
"S0343",70.0109572149813,0,84.0510143165179,64.8231682259202,59.7059096292768
"S0344",62.6133656781167,0,93.6935354225915,63.5016931963517,53.5930158142356
"S0345",77.1225744020194,0,104.758719931574,58.5663417965981,52.1957221157848
"S0346",63.6326951440424,0,91.0722748876789,54.9102326679555,43.0679727829366
"S0347",93.1225747615099,1,139.149764267667,69.3879573282318,66.6507597060641
"S0348",87.9126273561269,1,117.555817551257,70.7234700812356,56.7551978081795
"S0349",77.9873551148921,0,97.6923818060936,61.9153118896096,58.3803825085863
"S0350",69.2751359008253,0,95.2918861066382,53.0517798342164,52.5904876900474
"S0351",97.8666315786541,1,141.900084299113,68.637380795133,71.7836754872535
"S0352",70.7120038289577,0,91.7204553260875,56.4028486007369,55.2532836279166
"S0353",60.1199380774051,0,84.8089952908923,51.0924235601684,46.9928687187647
"S0354",67.0485484041274,0,93.0386520196046,56.5917725066447,49.5812816648984
"S0355",82.5460022687912,0,110.214240959896,68.5749342737162,63.604736286493
"S0356",64.801234677434,0,87.5994155903829,57.2860632148018,54.6792611367533
"S0357",81.7295268643647,1,115.191540773475,72.0745087720068,71.1283516743872
"S0358",91.6272532194853,1,140.794704623016,65.0651545367456,59.5149069953721
"S0359",90.6354261934757,1,132.157825487043,67.0590330005795,68.0034005054585
"S0360",60.6482497416437,0,105.015412948101,54.5842561148245,49.5547631819182
"S0361",82.8238908573985,1,121.275821115647,65.4921286095389,61.1800683149839
"S0362",91.248916555196,1,133.435104917586,69.4849210170641,60.6907672726668
"S0363",98.9291008934379,1,161.345160283531,76.528103745386,56.8904457096627
"S0364",90.5289686284959,1,122.978251942486,64.3856430168013,65.9319007650403
"S0365",62.240287149325,0,96.5789207873235,55.1437865706115,38.0045634061541
"S0366",83.9597171451896,1,113.149975445631,64.8350527283465,59.7307559854406
